abstract,categories
"in a video event with the  embassy in :flag_for_United_Kingdom:, li xuejun, deputy director of the standing committee of the people's congress of northwest china's #xinjiang uygur autonomou region, said there was and is no forced labor in cotton production in #xinjiang. :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ",:flag_for_China:
"hmm, the prc has done the first right thing in their politics for all existence of the prc has recognized homosexuality as the mental disorder, but the persecutions of the uyghurs in xinjiang will never be forgotten and will be investigated, xi jinping should remember this",:blush:
"A Ph.D. voiced his concerns on the use of """"disproportionateforce"""" against Palestinians is """"unacceptable"""". If he is so CONCERNED aboutthe fellow Muslim brothers &amp; sisters, why he DIDN'T protest HUMANRIGHTS VIOLATION on Muslims in Xinjiang?Why MUTE? TWO-FACED. ",:smirk:
" why?  china muslims: volkswagen says 'no forced labour' at xinjiang plant: :two: racism, corruption allegations tarnish germany's euro bid: :three: police raid dfb offices across germany in tax fraud probe: ",:thinking_face:
Happiness of Xinjiang people#Xinjiang #Uyghurs #China #Chinese #happylife #beautiful #freedom,:heart:
"“the most interesting aspect of their report on the lawsuit, i think, is the admission that there have been major economic losses to companies as a result of sanctions and western companies changing their sourcing away from xinjiang supply chains.” awaiting regina ip’s response",:upside__down_face:
where are the apologies to the 1.4 billions chinese? not even a single word of regrets! :skull_and_crossbones: pay damage to the xinjiang people's reputation or expect to be further boycott! ,:thumbsdown:
" Your article is disgusting and full of bias and ignorance. Shame on youYou're fooling people and lying to the world. I, as a Uyghur, know the real Xinjiang, it's not what as you described. You think you're speaking for us? Absolutely not, you're hurting us.",:thumbsdown:
"  heyyou don't have think about New Zealand Indigenous, they have way better life style than u and a open society to live with unlike CCP Prisons ofXinjiang.Furthermore what you are doing in Hong Kong and Taiwan is well known.",:grin:
 i am a chinese，and i have a friend from xinjiang，what i need to tell you it that chinese government treated people from xinjiang very well with a lot of policies. stop insulting my country,:upside__down_face:
"Xinjiang is a key battlefield in the fight against terrorism in China. Drawing experience from global efforts, Xinjiang has contributed to the international fight on terrorism through effective counterterrorism and de-radicalization campaigns based on its regional realities.",:arrow_down:
 No need to look around. You ppl are shits. Try talk that to Tibetans &amp; ppl in Xinjiang. They will spit in your face.,:joy:
 have they really been to xinjiang?my friend无语子,:cry:
 lmao shouldn't peace start at Xinjiang first before they head off to palestine for peace ,:grimacing:
why does the us try to trap xinjiang people in terrorism? ,:rage:
" i’m living in china and i can tell you that xinjiang is pretty safe, everyone is doing well! please stop slander!!!",:rage:
 Beautiful Xinjiang,:heart:
" he is not """"relocated"""". he has escaped from china secretly without any notice because he is afraid of being sued by xinjiang citizens for his fabricated rumors. what a coward ",:smile:
 xinjiang was in chinese territory probably before your country existed ,:sweat_smile:
" NuclearAfrican uranium mines, solarpolysilicon majority made in China’s Xinjiang w/ slave labor.There are no good solutions, just a mix of slightly less bad ones.The key: shifting from Zombie Carbon Economy to mixed energy.:flag_for_Canada:hydro=clean source.",:arrow_right:
"There are many European and American companies in Hong Kong, and they are also very important international ports,so that doesn't mean you can make fake news about Hong Kong, But Xinjiang can make fake news because many people have not been there",:thinking_face:
here’s the full article :rolling_on_the_floor_laughing: :point_down: a little taste : “i say we pump the lab leak theory up as the most discussed and likely option. why? because with an absence of evidence the question becomes who we are protecting with our assumption of best guesses.” ,:joy:
 a lie stops with a wise man and you're an idiot who makes a lie what right has a man who has never been to xinjiang to talk nonsense? god can't help spitting on a man like you,:upside__down_face:
 will definitely visit xinjiang when i can travel to china.  some muslim friends been there and they like it very much.,:grinning:
"according to the #worldairquality2020 report, #delhi has become the most polluted capital in the world. the topmost polluted city in the world is xinjiang in #china. #airqualityindex #aqi for more.. ",:point_down:
"how is the chinese government able to carry out 'genocide' on the uyghur population in xinjiang, but at the same time use them as 'forced labour'?  #xinjiang #uyghurs #xinjianggenocide #forcedlabour #propaganda",:thinking_face:
"Not sure if true but if it is, then that's not good...Daily Mail: Meghan Markle coffee firm bought oat milk from company in China's 'police state' Xinjiang province.via ",:thumbsdown:
"When US propaganda machine breaks &amp; US narratives on get contradicted, reminds me of a CNN segment of a ‘disappeared’ woman from Kazakhstan. CNN admits she’s a Chinese citizen who left w/her kids to Xinjiang to take classes-yet the same special says ‘SHE WAS FORCED IN A CAMP’",:flag_for_China:
 I’m foreign every year visit Xinjiang very beautiful place and people of Xinjiang very friendly I love Xinjiang food very tasty Xinjiang people live very comfortable now people happy cuz Chinese government have lot of new projects respect great china ,:heart:
#Canada’s Largest Solar Facility Now Soaking up the Rays in S #Alberta. Where do all these solar panels come from?  - Xinjiang region of China ie. forced labour &amp; organ harvesting? &amp;   costs! &amp; ABbelieves in ETHICAL ENERGY! #abpoli,:thinking_face:
" companies control around 80% of ’s solar supply chain. Extricating the solar industry from Xinjiang would be difficult, given the way the supply chain is structured.. “Attestations without verification mean nothing at this point,” Mr. Ashai said.",:flag_for_China:
" They also have no desire to violently invade the peaceful democratic island country of Taiwan  u trust us okay? We tell truth! Dont believe american devil lies. Xinjiang happy place, you look. Is, nooo genocide. Evil western countries tell only lie. You look, we nice people",:blush:
" :rolling_on_the_floor_laughing: what do you mean, these can prove the existence of concentration camps in xinjiang? lol is very clear to tell you that these are all fictitious! is there a photo that directly illustrates the abuse? like this： even one？ ",:joy:
Lol the comments you present is a typical comment that presented by a man never been to xinjiang ,:joy:
"Facebook is banned in China, but some staff at the social-media giant are concerned over advertisements that Beijing is taking out about Xinjiang and Uyghurs via ",:fire:
"it took forever for #nike to address this.  20% of the world's cotton comes from xinjiang, where groups say over 1 million uighurs and muslims have been forced into abusive work camps.",:point_down:
"Do you know much better than her,About muslim uyghers in xinjiang? ",:joy:
" why are you so concerned about xinjiang, why don't you dare to visit xinjiang? there are too many rumors and slanders about xinjiang in the world! you know?",:thinking_face:
 they ban crypto just like they abandon xinjiang. and China “ban”crypto every years. they just wanna buy the dip #btc #cryptocurrency #etc #doge #ada #xlm,:man_shrugging:
"“#Australia and New Zealand on Monday expressed grave concerns over developments in Hong Kong and the human rights situation in the #Xinjiang region of #China, as the two nations sought to get in lockstep over their biggest trading partner.”  #trade #investment",:thinking_face:
no way this is #xinjiang this is india  ,:thinking_face:
"the xinjiang genocide - an excerpt from the """"genocide"""" panel via #xinjiangcotton #china #xinjiang #muslim #ouighours ",:joy:
 That looks like genocide celebration of Xinjiang Muslims. ,:wink:
 Should China  follow “The Power of Our Example”?  Bomb the ETIM terrorists into dust? Destroy Xinjiang?,:flag_for_China:
"two scholars, born and raised in #china's #xinjiang, published a report on xinjiang minority workers' employment in guangdong province, hoping that more people could know the #truth about xinjiang ",:arrow_down:
"what john sudworth has done are just ridiculous, his reports and running awaythe reports are obviously biased, u can find the turth easily if u go to xinjiang. for many chinese people, running away to taiwan is read as """"a thief has a guilty conscience"""". ",:joy:
" Yet, they say they love Muslims in Xinjiang… ",:rage:
 thanks to those robbers，now the most friends online are slandering xinjiang perversely ; stupidly.,:upside__down_face:
" I know right Uyghur Muslims in Xinjiang are the most free people in the world, nothing to see here folks",:clown_face:
 Muslim in xinjiang laugh at you,:joy:
 In some quarters this will be more controversial or brave than Coke taking a stance on the Georgia voter suppression or H+M not using cotton from Xinjiang,:satisfied:
"Patriotic voices"""" Devoted to CCP's Xinjiang Concentration Camps!",:joy:
"There is rapid socio-economic development here in #Xinjiang , &amp; #China is making progress",:thumbsup:
" No silly.. There are 12 million uyghurs in Xinjiang which is tourist province with 200 million visitors annually.. Every person on the planet has mobile camera And there are zero material evidence of any violence, genocide, camp?! But testimonials funded by USA, UK are proof?! ",:man_facepalming:
