id,tweet,name,cotton,genocide,camps,olympics,sterilizations,humanright,muslim,faith,language
116,"While some people are spreading rumors about training centres in #Xinjiang, you must be curious about the truth.   What is the real life in a vocational education and training center in Xinjiang? Seeing is believing, so find the answers from these former trainees by yourselves.  ",Embassy of China in the Netherlands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,The real color of Xinjiang.  ,Li Song 李松,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Fact Check: Lies on Xinjiang -     ,Spokesperson of Chinese Mission to UN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
119,"On January 27, 2021, the Information Office of the People’s Government of the Xinjiang Uygur Autonomous Region held a press conference on Xinjiang-related issues.  ",Spokesperson of Chinese Mission to UN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,"@SecPompeo @USUN Xinjiang Uyghurs live peaceful and happy lives. If this politician has a little conscience left in him, he should listen to Americans who cannot breathe and do something to protect the American people against COVID-19.",Spokesperson of Chinese Mission to UN,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
121,"@SecPompeo @USUN Xinjiang Uyghurs live peaceful and happy lives. If this politician has a little conscience left in him, he should listen to Americans who cannot breathe and do something to protect the American people against COVID-19.",Spokesperson of Chinese Mission to UN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,@StateDept @USUN People in Xinjiang are living happy lives!  Stop turning a blind eye to US people who are suffering &amp; getting infected in large numbers every day!  Mind your own business. Save your own people. Lying and cheating won't make you great again!,Spokesperson of Chinese Mission to UN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,@StateDept @USUN Uyghurs and other minorities in Xinjiang are equal members of Chinese nation. They equally exercise rights and benefit from China’s development. They are marching into a moderately prosperous society in all respects. Respect facts and stop lying and cheating.,Spokesperson of Chinese Mission to UN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,@StateDept @USUN People in Xinjiang are living happy lives!   Mind your own business. Save your own people who are suffering &amp; dying in large numbers every day!   Lying and cheating won't make you great again!,Spokesperson of Chinese Mission to UN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,@ECA_AS @USUN Rights of all ethnic groups in Xinjiang are well protected. Your people are dying from COVID-19 with highest record. Your people can’t breathe and you don't care. Stand with your own people and keep your hands off Xinjiang.,Spokesperson of Chinese Mission to UN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Having heard too much about ""forced labor"" or ""cultural genocide"" in Xinjiang ? Watching this documentary, you will  get to see what's happening: poverty alleviation and bilingual education.  Transforming lives and building bridges in X...   via @YouTube",Chinese Embassy in Ireland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,"Sitting down for 20 minutes and watching this documentary, you may revisit the ongoing disinformation about Xinjiang.   ",Chinese Embassy in Ireland,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,"French writer and journalist Maxime Vivas wrote a book based on his visits to Xinjiang, describing his observations regarding Xinjiang's anti-terrorism efforts and the region's development. Global Times interviewed him to understand why he wrote the book.    ",Chinese Embassy in Ireland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,"There are many misleading 'reports' on Xinjiang, which were written by people who have never been to Xinjiang.   Here is a first-hand report by a Canadian on what he saw, sensed and learned during his visit to Xinjiang.      ",Chinese Embassy in Ireland,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130,"#Xinjiang - Poverty eradicated and employment enhanced. - 3 million+ people lifted out of poverty. - 144 HR markets, 8668 labor security offices in total. - 21.7 million times employment services in total. - 9.1% annual growth per capita disposable income.  ",Chinese Embassy in Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Debunk disinformation of ""forced labour"" in #Xinjiang.  Villagers shake off poverty and embrace a new life. Watch how they work and live in #Aktash Town, Xinjiang's largest poverty relief resettlement site.  ",Chinese Embassy in Ireland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"For those who are truly interested in seeking truth about #Xinjiang, here is one: ""Center for Global Policy (CGP) report on Xinjiang labor is full of holes"",by Hannan Hussain,a Fulbright recipient at the University of Maryland.    via @cgtnofficial  ",Chinese Embassy in Ireland,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"China welcome more foreign friends to visit Xinjiang and see the real situation there, including its socioeconomic development and how local residents are enjoying their life and work. #Somalia",Qin Jian,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,"Since 2018, more than 1,200 people from over 100 countries have visited Xinjiang. That includes UN officials, foreign diplomats posted in China, some countries' permanent representatives to Geneva, journalists and religious groups. #Somalia",Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,The number of tourists to Xinjiang reached more 150 million in 2018 and more 213 million in 2019. #Somalia,Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,"From 2014 to 2019, more than 1.69 million rural housing projects and 1.56 million urban affordable housing projects were built in Xinjiang, and more than 10 million people moved to new homes.#Somalia",Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
137,"From 2014 to 2019, the GDP of Xinjiang increased from 919.59 billion RMB yuan to 1359.71 billion yuan, with an average annual growth of 7.2%.#Somalia",Qin Jian,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
138,"From 2010 to 2018, the Uygur population in Xinjiang increased from 10.1725 million to 12.7184 million, an increase of 25.04% .#Somalia",Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,"Hope heeding the voice of all 1.4 billion Chinese people including 25 million Xinjiang residents of various ethnic groups, and deal with the relevant issues in a prudent, fact-based and responsible manner. #Somalia",Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,"No matter how hard those ill-intentioned individuals try to sow discord, they will not succeed in destabilizing Xinjiang or stopping Xinjiang's endeavor for progress. #Somalia",Qin Jian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Xinjiang has never been more prosperous than it is now, with unprecedented achievements in socio-economic development and improvement of people's life. Residents in Xinjiang live a happy life in a stable environment. #Somalia",Qin Jian,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
142,FM Wang Yi: The claim that there is genocide in #Xinjiang could not be more preposterous. Some Western politicians created the so-called Xinjiang issue to undermine security and stability in the region and hold back China's development.,Yan Xiusheng 延秀生,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,The door to Xinjiang is always open.,Yan Xiusheng 延秀生,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Facts Sheet on Xinjiang,Yan Xiusheng 延秀生,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,#AmazingChina Northwest China's Xinjiang Uygur Autonomous Region is one of the most favourite tourist destinations in China.,Yan Xiusheng 延秀生,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
146,"Let the truth speak! Maxime vivas, a French writer, based on his two trips to Xinjiang, tells you a real Xinjiang, and  how the Western medias fabricated rumours about Xinjiang!  ",Li Yang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,"Let the truth speak! In 2017, CCTV reported the story of local cadres helping Xinjiang villagers find jobs in the south and get rid of poverty. BBC reporter John Sudworth used the first 14 mins of the 25-min report, garbled it into""forced labor""!   OG:  ",Li Yang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,"Let the truth speak! This extremely anti-China German, Adrian Zenz, together with Pompeo, fabricated almost all rumors about Xinjiang! Being a running dog of anti-China forces, He has gained interests，but more and more people know that he is a political liar!!!  ",Li Yang,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,"Why does Xinjiang become a fuss all of a sudden?  Does the US really care about human rights in Xinjiang? Does Xinjiang really have human rights problem? No! some countries led by the US just want to divide, dismember China, at least, destroy the BRI (Belt and Road Initiative)!",Li Yang,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
150,"Pompeo fabricated a story about China 's genocide in Xinjiang. His real purpose is not just to discredit China, but to make Xinjiang independent and dismember China. His dream!",Li Yang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,@Richard1976Show @Xinjiang_LiuXM 嗯，有道理！是个不通人道的东西！,Li Yang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,"La cuestión de Taiwán y los asuntos relacionados con Hong Kong, Xinjiang, etc. son asuntos internos de China y se refieren a la soberanía e integridad territorial de China, y la parte estadounidense debe respetar los intereses fundamentales de China y actuar con prudencia.",Embajada de la República Popular China en Cuba,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,"With the continuous improvement of infrastructure, all cities in Xinjiang have entered the era of expressways, and all administrative villages have access to hardened highways, buses, power and optical fiber broadband. #Somalia",Chinese Embassy in Somalia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,"From 2014 to 2019, the GDP of Xinjiang increased from 919.59 billion yuan to 1359.71 billion RMB yuan, with an average annual growth of 7.2%#Somalia",Chinese Embassy in Somalia,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,"The growth rate of Uygur population is not only higher than that growth rate 13.99% of the whole Xinjiang population, but also higher than that growth rate 22.14% of minority population, and more higher than that 2.0% of Han population.#Somalia",Chinese Embassy in Somalia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"In recent years, more than 1,200 diplomats, journalists and religious organizations from more than 100 countries have visited Xinjiang and witnessed great achievements in its economic and social development. Welcome friends to visit Xinjiang for a field visit.#Somalia",Chinese Embassy in Somalia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,True stories told frankly. --The 3rd press conference by Xinjiang Uygur Autonomous Region on Xinjiang-related issues in Beijing.    ,Chinese Embassy in Somalia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,"The average life expectancies in Tibet and Xinjiang have risen to 70.6 years and 74.4 years, respectively.",Chinese Embassy in Somalia,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159,"Assistance by professionals from tertiary hospitals across China has helped health institutions in regions of Tibet and Xinjiang improve their service capacity and management, contributing to poverty alleviation and improvement in the health of locals     ",Chinese Embassy in Somalia,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Xinhua Commentary: The west's accusations of human rights abuses against Uygurs in #Xinjiang are just hypocritical crocodile tears aimed at smearing China's image. More importantly they are crying over totally made-up stories.   Enough of the cheap tears!   ,Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,"The absurdities and accusations by Western politicians and media outlets regarding China's #Xinjiang are groundless, says a U.S. expert who had visited Xinjiang and witnessed the region's development.    ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,"NW #China’s #Xinjiang Uygur Autonomous Region takes lead in China’s renewable energy push, with wind and solar power capacity reaching record high of 35.83 GW, beating developed countries like UK or Japan.   ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,"Has #Xinjiang demolished mosques, as reported by some foreign media outlets?   Let's get the facts straight: Local Muslims and construction workers say old, dilapidated mosques have been renovated and expanded to improve facilities.    ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,"31-year-old Xu Xiujuan is now the technical director and member of council of the #Xinjiang Skiing Association. Besides providing daily training classes, Xu also gives free open classes of skiing to the public.  #Beijing2022     ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,"On behalf of 64 countries, #Cuba made a joint statement on #Xinjiang at the 46th #UNHRC session to support #China. Many other countries also spoken out at the Council to support China's legitimate stance.  ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,"#Xinjiang's reality features dynamism and diversity, rather than depression and desperation in some Western media reports.  ",Chinese Consulate General in Sydney,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
167,"The #NED is notorious for propagating anti-China propaganda&amp;meddling in other countries' internal affairs. Funding for the NED has long been funneled to secessionists in China's #HongKong, #Xinjiang, #Tibet &amp; #Taiwan regions, observers have found.     ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
168,Companies and individuals in #Xinjiang have directed lawyers to sue rumormongering Adrian Zenz for causing reputation damage and economic losses.  ,Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"""There's a strong bond between us. We are like family."" Take a glimpse at what life is like for #Uygur residents in Anhui, China. #Xinjiang   ",Chinese Consulate General in Sydney,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
170,"The claim that there is genocide in #Xinjiang couldn't be more preposterous. It is just a rumor fabricated with ulterior motives, and a lie through and through.",Chinese Consulate General in Sydney,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
171,"#BBC seemed to go astray further on making false China reports, Chinese netizens mocked, after it twisted a video on local officials encouraged village girls in #Xinjiang to go outside &amp; earn a better living. BBC called the move “coercive forced labor”.   ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,"Visit a cultural center in Hotan County, southern #Xinjiang.    ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,"How a ""religious extremist"" fabricates a Xinjiang ""genocide"" report.   ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,A medic witnesses rapid improvement of public health service in #Xinjiang.  #China  ,Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Chinese FM spokesperson: China's sincerity to invite representatives from the EU and its member states to visit #Xinjiang remains unchanged, but a visiting group should not be an investigation task force with presumption of guilt.   ",Chinese Consulate General in Sydney,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
